model,base_model,repo_id,repo_file,optimization_variant,provider,warmup_runs,sample_runs,average_ms,stddev_ms,min_ms,max_ms,sample_1_ms,sample_2_ms,sample_3_ms,sample_4_ms,sample_5_ms,sample_6_ms,sample_7_ms,sample_8_ms,sample_9_ms,sample_10_ms,status,error
FasterRCNN-12-qdq_basic.onnx,FasterRCNN-12-qdq.onnx,onnxmodelzoo/FasterRCNN-12-qdq,FasterRCNN-12-qdq.onnx,basic,CPUExecutionProvider,5,10,76.836870,0.532670,76.208972,77.734728,76.342157,76.208972,76.600109,77.734728,77.444966,76.614460,76.407570,77.400234,76.552982,77.062518,DONE,
FasterRCNN-12-qdq_extended.onnx,FasterRCNN-12-qdq.onnx,onnxmodelzoo/FasterRCNN-12-qdq,FasterRCNN-12-qdq.onnx,extended,CPUExecutionProvider,5,10,51.554279,2.594049,50.390296,58.917048,50.695739,50.836076,50.910588,50.390296,58.917048,51.015893,50.931223,50.600552,50.567970,50.677405,DONE,
MaskRCNN-10.onnx,MaskRCNN-10.onnx,onnxmodelzoo/MaskRCNN-10,MaskRCNN-10.onnx,default,CPUExecutionProvider,5,10,81.476371,0.951651,79.644670,82.500575,81.640330,81.809487,82.428603,82.500575,81.780617,81.708874,81.474064,81.853548,79.922941,79.644670,DONE,
MaskRCNN-10_disable_all.onnx,MaskRCNN-10.onnx,onnxmodelzoo/MaskRCNN-10,MaskRCNN-10.onnx,disable_all,CPUExecutionProvider,5,10,88.376837,0.282736,87.919067,88.856554,88.350144,88.825853,88.331323,87.919067,88.379016,88.405446,88.856554,88.232599,88.153417,88.314952,DONE,
MaskRCNN-10_basic.onnx,MaskRCNN-10.onnx,onnxmodelzoo/MaskRCNN-10,MaskRCNN-10.onnx,basic,CPUExecutionProvider,5,10,86.087685,0.595957,85.330710,86.964182,86.859658,86.770014,86.964182,86.190975,85.617180,85.992204,85.949894,85.330710,85.428004,85.774026,DONE,
MaskRCNN-10_extended.onnx,MaskRCNN-10.onnx,onnxmodelzoo/MaskRCNN-10,MaskRCNN-10.onnx,extended,CPUExecutionProvider,5,10,91.207268,4.483400,85.444121,95.639322,86.406184,90.514401,95.639322,95.257078,94.951317,94.780652,95.620451,85.792323,85.444121,87.666829,DONE,
MaskRCNN-12.onnx,MaskRCNN-12.onnx,onnxmodelzoo/MaskRCNN-12,MaskRCNN-12.onnx,default,CPUExecutionProvider,5,10,79.484626,0.479760,79.106051,80.566658,80.566658,79.433499,79.991392,79.279126,79.229505,79.106051,79.123762,79.184243,79.757152,79.174873,DONE,
MaskRCNN-12_disable_all.onnx,MaskRCNN-12.onnx,onnxmodelzoo/MaskRCNN-12,MaskRCNN-12.onnx,disable_all,CPUExecutionProvider,5,10,87.974496,0.657272,87.160199,89.113442,88.813662,89.113442,87.711899,88.043988,87.909193,87.456269,87.160199,88.581935,87.558902,87.395467,DONE,
MaskRCNN-12_basic.onnx,MaskRCNN-12.onnx,onnxmodelzoo/MaskRCNN-12,MaskRCNN-12.onnx,basic,CPUExecutionProvider,5,10,85.619417,0.555600,85.007966,86.908243,85.963044,86.908243,85.760585,85.632884,85.462590,85.819501,85.197331,85.071268,85.007966,85.370756,DONE,
MaskRCNN-12_extended.onnx,MaskRCNN-12.onnx,onnxmodelzoo/MaskRCNN-12,MaskRCNN-12.onnx,extended,CPUExecutionProvider,5,10,86.141730,0.523997,85.473636,87.109264,86.023871,87.109264,86.741250,86.139776,85.729334,86.233869,86.513188,85.891018,85.562099,85.473636,DONE,
MaskRCNN-12-int8.onnx,MaskRCNN-12-int8.onnx,onnxmodelzoo/MaskRCNN-12-int8,MaskRCNN-12-int8.onnx,default,CPUExecutionProvider,5,10,64.187827,0.104410,64.006466,64.373876,64.190373,64.129529,64.130380,64.311814,64.241522,64.136749,64.373876,64.140880,64.006466,64.216682,DONE,
MaskRCNN-12-int8_disable_all.onnx,MaskRCNN-12-int8.onnx,onnxmodelzoo/MaskRCNN-12-int8,MaskRCNN-12-int8.onnx,disable_all,CPUExecutionProvider,5,10,66.043635,0.304775,65.688553,66.651000,65.688553,65.881038,65.932940,65.925509,65.956340,66.061824,66.451044,66.651000,66.161536,65.726564,DONE,
MaskRCNN-12-int8_basic.onnx,MaskRCNN-12-int8.onnx,onnxmodelzoo/MaskRCNN-12-int8,MaskRCNN-12-int8.onnx,basic,CPUExecutionProvider,5,10,67.863268,1.765007,65.725765,70.302304,67.719417,65.726353,67.162542,66.474154,66.695789,65.725765,70.302304,69.678667,69.553194,69.594495,DONE,
MaskRCNN-12-int8_extended.onnx,MaskRCNN-12-int8.onnx,onnxmodelzoo/MaskRCNN-12-int8,MaskRCNN-12-int8.onnx,extended,CPUExecutionProvider,5,10,65.279235,0.847574,64.629449,67.565688,64.760013,65.104631,64.960708,65.080331,64.837025,64.629449,65.312597,64.973088,65.568824,67.565688,DONE,
MaskRCNN-12-qdq.onnx,MaskRCNN-12-qdq.onnx,onnxmodelzoo/MaskRCNN-12-qdq,MaskRCNN-12-qdq.onnx,default,CPUExecutionProvider,5,10,56.246213,0.374465,55.806396,56.871204,56.871204,56.843314,56.467913,56.046132,56.177237,56.082634,55.806396,55.921580,56.303019,55.942700,DONE,
MaskRCNN-12-qdq_disable_all.onnx,MaskRCNN-12-qdq.onnx,onnxmodelzoo/MaskRCNN-12-qdq,MaskRCNN-12-qdq.onnx,disable_all,CPUExecutionProvider,5,10,94.850637,7.256725,90.819186,112.595822,112.595822,103.233036,93.094185,91.824451,91.414410,90.819186,91.158184,91.818891,91.464082,91.084123,DONE,
MaskRCNN-12-qdq_basic.onnx,MaskRCNN-12-qdq.onnx,onnxmodelzoo/MaskRCNN-12-qdq,MaskRCNN-12-qdq.onnx,basic,CPUExecutionProvider,5,10,91.665807,0.852479,90.880596,93.763786,91.732665,91.074523,91.453630,92.391602,91.130993,91.437830,90.880596,93.763786,91.158334,91.634115,DONE,
MaskRCNN-12-qdq_extended.onnx,MaskRCNN-12-qdq.onnx,onnxmodelzoo/MaskRCNN-12-qdq,MaskRCNN-12-qdq.onnx,extended,CPUExecutionProvider,5,10,56.207023,0.318757,55.812016,56.829571,56.220556,55.820757,56.297948,56.829571,56.568232,56.214535,55.936889,55.812016,56.250896,56.118833,DONE,
ResNet101-DUC-12.onnx,ResNet101-DUC-12.onnx,onnxmodelzoo/ResNet101-DUC-12,ResNet101-DUC-12.onnx,default,CPUExecutionProvider,5,10,6902.254522,30.372096,6873.205062,6955.406599,6887.865574,6897.697604,6873.930231,6897.473079,6901.529494,6955.236046,6874.653542,6873.205062,6955.406599,6905.547987,DONE,
ResNet101-DUC-12_disable_all.onnx,ResNet101-DUC-12.onnx,onnxmodelzoo/ResNet101-DUC-12,ResNet101-DUC-12.onnx,disable_all,CPUExecutionProvider,5,10,8005.146604,28.855071,7956.917814,8049.948481,8019.383430,8007.120125,8048.502634,7956.917814,7995.420328,7993.190287,8001.541956,8002.902053,8049.948481,7976.538931,DONE,
ResNet101-DUC-12_basic.onnx,ResNet101-DUC-12.onnx,onnxmodelzoo/ResNet101-DUC-12,ResNet101-DUC-12.onnx,basic,CPUExecutionProvider,5,10,7926.748962,17.720646,7895.044882,7955.015214,7934.395304,7955.015214,7916.432132,7931.762778,7918.191047,7908.952507,7942.421811,7895.044882,7940.608577,7924.665371,DONE,
ResNet101-DUC-12_extended.onnx,ResNet101-DUC-12.onnx,onnxmodelzoo/ResNet101-DUC-12,ResNet101-DUC-12.onnx,extended,CPUExecutionProvider,5,10,7923.219713,23.302493,7893.485311,7965.389204,7946.789535,7917.976075,7893.485311,7899.937097,7905.842668,7942.646882,7934.500471,7965.389204,7906.634652,7918.995230,DONE,
ResNet101-DUC-12-int8.onnx,ResNet101-DUC-12-int8.onnx,onnxmodelzoo/ResNet101-DUC-12-int8,ResNet101-DUC-12-int8.onnx,default,CPUExecutionProvider,5,10,3820.370552,15.735153,3802.694885,3850.031378,3819.710490,3805.705036,3829.289489,3802.694885,3829.419827,3836.766202,3850.031378,3816.428216,3804.810216,3808.849781,DONE,
ResNet101-DUC-12-int8_disable_all.onnx,ResNet101-DUC-12-int8.onnx,onnxmodelzoo/ResNet101-DUC-12-int8,ResNet101-DUC-12-int8.onnx,disable_all,CPUExecutionProvider,5,10,4159.268539,16.736935,4137.599837,4193.654347,4161.958225,4168.505142,4165.467170,4168.821973,4161.090017,4193.654347,4144.393026,4140.668691,4137.599837,4150.526967,DONE,
ResNet101-DUC-12-int8_basic.onnx,ResNet101-DUC-12-int8.onnx,onnxmodelzoo/ResNet101-DUC-12-int8,ResNet101-DUC-12-int8.onnx,basic,CPUExecutionProvider,5,10,4145.620165,17.289790,4130.718527,4190.698612,4139.927058,4143.715951,4154.690427,4142.431011,4190.698612,4130.718527,4138.233582,4131.344703,4138.589921,4145.851853,DONE,
ResNet101-DUC-12-int8_extended.onnx,ResNet101-DUC-12-int8.onnx,onnxmodelzoo/ResNet101-DUC-12-int8,ResNet101-DUC-12-int8.onnx,extended,CPUExecutionProvider,5,10,4166.170757,22.808420,4141.898616,4208.081793,4141.898616,4156.246675,4208.081793,4174.425217,4193.985335,4161.987527,4182.203755,4155.335073,4143.191205,4144.352371,DONE,
adv_inception_v3_Opset16.onnx,adv_inception_v3_Opset16.onnx,onnxmodelzoo/adv_inception_v3_Opset16,adv_inception_v3_Opset16.onnx,default,CPUExecutionProvider,5,10,80.014427,2.615767,78.473306,86.385959,78.543676,79.057804,80.276848,78.642374,78.473306,78.846749,78.571445,78.520636,82.825469,86.385959,DONE,
adv_inception_v3_Opset16_disable_all.onnx,adv_inception_v3_Opset16.onnx,onnxmodelzoo/adv_inception_v3_Opset16,adv_inception_v3_Opset16.onnx,disable_all,CPUExecutionProvider,5,10,106.726632,0.352995,106.344354,107.540237,106.385734,106.344354,107.540237,106.683487,106.494842,106.551100,106.810995,106.735745,106.675497,107.044328,DONE,
adv_inception_v3_Opset16_basic.onnx,adv_inception_v3_Opset16.onnx,onnxmodelzoo/adv_inception_v3_Opset16,adv_inception_v3_Opset16.onnx,basic,CPUExecutionProvider,5,10,93.492932,0.922276,92.746250,95.913129,94.065000,93.117461,93.406454,93.349476,92.897627,92.746250,93.067682,93.091041,93.275198,95.913129,DONE,
adv_inception_v3_Opset16_extended.onnx,adv_inception_v3_Opset16.onnx,onnxmodelzoo/adv_inception_v3_Opset16,adv_inception_v3_Opset16.onnx,extended,CPUExecutionProvider,5,10,92.770016,0.466864,92.257199,93.745274,92.426985,92.777497,92.257199,92.280148,93.124229,93.745274,92.336896,92.932752,92.984921,92.834255,DONE,
adv_inception_v3_Opset17.onnx,adv_inception_v3_Opset17.onnx,onnxmodelzoo/adv_inception_v3_Opset17,adv_inception_v3_Opset17.onnx,default,CPUExecutionProvider,5,10,78.834157,0.301055,78.436748,79.277340,78.861160,78.710844,78.436748,78.638454,78.468998,78.630124,79.277340,79.141762,79.153623,79.022515,DONE,
adv_inception_v3_Opset17_disable_all.onnx,adv_inception_v3_Opset17.onnx,onnxmodelzoo/adv_inception_v3_Opset17,adv_inception_v3_Opset17.onnx,disable_all,CPUExecutionProvider,5,10,98.459898,6.280988,93.299409,107.471276,93.299409,93.314458,93.323669,102.385032,93.561283,93.549223,95.249415,107.471276,106.324951,106.120267,DONE,
adv_inception_v3_Opset17_basic.onnx,adv_inception_v3_Opset17.onnx,onnxmodelzoo/adv_inception_v3_Opset17,adv_inception_v3_Opset17.onnx,basic,CPUExecutionProvider,5,10,97.053342,6.449810,92.883506,112.272934,94.480940,93.808485,93.104061,92.953665,92.883506,104.206008,112.272934,99.109503,93.799025,93.915292,DONE,
adv_inception_v3_Opset17_extended.onnx,adv_inception_v3_Opset17.onnx,onnxmodelzoo/adv_inception_v3_Opset17,adv_inception_v3_Opset17.onnx,extended,CPUExecutionProvider,5,10,92.797725,0.863909,91.982684,94.805850,91.982684,92.896823,92.885944,92.246468,91.986055,94.805850,93.624536,92.718487,92.584540,92.245858,DONE,
adv_inception_v3_Opset18.onnx,adv_inception_v3_Opset18.onnx,onnxmodelzoo/adv_inception_v3_Opset18,adv_inception_v3_Opset18.onnx,default,CPUExecutionProvider,5,10,79.457616,0.507325,78.736774,80.300057,79.400548,78.736774,79.220393,79.243622,79.797288,80.300057,80.274747,79.210342,79.216812,79.175573,DONE,
adv_inception_v3_Opset18_disable_all.onnx,adv_inception_v3_Opset18.onnx,onnxmodelzoo/adv_inception_v3_Opset18,adv_inception_v3_Opset18.onnx,disable_all,CPUExecutionProvider,5,10,93.755759,0.869928,93.095603,96.107545,96.107545,93.492934,93.111233,93.095603,93.515774,93.751669,93.648690,93.230350,93.873986,93.729809,DONE,
adv_inception_v3_Opset18_basic.onnx,adv_inception_v3_Opset18.onnx,onnxmodelzoo/adv_inception_v3_Opset18,adv_inception_v3_Opset18.onnx,basic,CPUExecutionProvider,5,10,93.653353,0.636274,93.001552,95.082556,93.331566,94.315724,94.017730,95.082556,93.537031,93.416303,93.262556,93.339785,93.001552,93.228727,DONE,
adv_inception_v3_Opset18_extended.onnx,adv_inception_v3_Opset18.onnx,onnxmodelzoo/adv_inception_v3_Opset18,adv_inception_v3_Opset18.onnx,extended,CPUExecutionProvider,5,10,98.099032,5.458102,92.843094,104.821390,104.716122,104.821390,104.704632,102.614001,93.392971,92.843094,93.388922,97.468038,94.169923,92.871232,DONE,
age_googlenet.onnx,age_googlenet.onnx,onnxmodelzoo/age_googlenet,age_googlenet.onnx,default,CPUExecutionProvider,5,10,21.686343,1.005375,21.186145,24.504899,21.286593,21.353610,21.288602,21.330081,21.310762,21.295822,21.493467,24.504899,21.813450,21.186145,DONE,
age_googlenet_disable_all.onnx,age_googlenet.onnx,onnxmodelzoo/age_googlenet,age_googlenet.onnx,disable_all,CPUExecutionProvider,5,10,25.737019,0.136551,25.613093,26.062322,25.699361,25.780709,25.756619,25.852917,25.613093,26.062322,25.653422,25.646082,25.647373,25.658292,DONE,
age_googlenet_basic.onnx,age_googlenet.onnx,onnxmodelzoo/age_googlenet,age_googlenet.onnx,basic,CPUExecutionProvider,5,10,25.723916,0.158317,25.561214,25.961364,25.630792,25.636953,25.863477,25.636622,25.593103,25.819368,25.961364,25.582044,25.561214,25.954225,DONE,
age_googlenet_extended.onnx,age_googlenet.onnx,onnxmodelzoo/age_googlenet,age_googlenet.onnx,extended,CPUExecutionProvider,5,10,25.499535,0.088509,25.354538,25.624723,25.531444,25.517904,25.401627,25.519845,25.624723,25.501244,25.607433,25.401747,25.354538,25.534844,DONE,
albert_Opset16.onnx,albert_Opset16.onnx,onnxmodelzoo/albert_Opset16,albert_Opset16.onnx,default,CPUExecutionProvider,5,10,130.008972,3.660348,127.934375,139.470361,129.470680,139.470361,133.099725,128.273707,127.934375,128.327606,128.064281,128.677148,128.744146,128.027692,DONE,
albert_Opset16_disable_all.onnx,albert_Opset16.onnx,onnxmodelzoo/albert_Opset16,albert_Opset16.onnx,disable_all,CPUExecutionProvider,5,10,155.056526,3.323443,153.227597,164.302494,155.513307,164.302494,154.506849,154.354292,153.740696,153.309087,154.282644,154.057439,153.227597,153.270856,DONE,
albert_Opset16_basic.onnx,albert_Opset16.onnx,onnxmodelzoo/albert_Opset16,albert_Opset16.onnx,basic,CPUExecutionProvider,5,10,145.888811,0.860299,144.946075,147.414868,146.226287,145.734467,147.062286,144.965795,145.946152,145.044202,147.414868,144.946075,146.182455,145.365524,DONE,
albert_Opset16_extended.onnx,albert_Opset16.onnx,onnxmodelzoo/albert_Opset16,albert_Opset16.onnx,extended,CPUExecutionProvider,5,10,132.545709,5.566922,128.512260,141.124819,141.124819,141.116160,139.367440,130.339339,129.363151,128.533670,129.831179,128.512260,128.615637,128.653437,DONE,
albert_Opset17.onnx,albert_Opset17.onnx,onnxmodelzoo/albert_Opset17,albert_Opset17.onnx,default,CPUExecutionProvider,5,10,128.949978,0.713075,127.970729,129.915543,129.442926,128.533955,129.821436,129.446754,128.144525,127.970729,128.248002,128.744711,129.915543,129.231199,DONE,
albert_Opset17_disable_all.onnx,albert_Opset17.onnx,onnxmodelzoo/albert_Opset17,albert_Opset17.onnx,disable_all,CPUExecutionProvider,5,10,157.475004,6.648694,149.501437,164.668075,149.645924,149.501437,163.955692,163.302348,162.725839,164.668075,162.988464,156.077023,151.007211,150.878023,DONE,
albert_Opset17_basic.onnx,albert_Opset17.onnx,onnxmodelzoo/albert_Opset17,albert_Opset17.onnx,basic,CPUExecutionProvider,5,10,135.659812,0.251056,135.275502,136.048204,135.460589,135.840479,135.902378,135.914618,135.583035,135.612045,136.048204,135.469638,135.491636,135.275502,DONE,
albert_Opset17_extended.onnx,albert_Opset17.onnx,onnxmodelzoo/albert_Opset17,albert_Opset17.onnx,extended,CPUExecutionProvider,5,10,132.583709,6.486373,128.328751,146.833170,130.222217,128.468397,129.463294,128.573155,131.314691,128.328751,130.138798,130.134228,142.360394,146.833170,DONE,
albert_Opset18.onnx,albert_Opset18.onnx,onnxmodelzoo/albert_Opset18,albert_Opset18.onnx,default,CPUExecutionProvider,5,10,128.943169,0.597441,128.352835,130.250281,128.651729,128.925553,128.843795,128.427704,128.352835,128.487692,129.139578,130.250281,129.645225,128.707297,DONE,
albert_Opset18_disable_all.onnx,albert_Opset18.onnx,onnxmodelzoo/albert_Opset18,albert_Opset18.onnx,disable_all,CPUExecutionProvider,5,10,152.593481,2.030356,150.276433,156.563345,150.276433,151.522044,152.694586,152.862553,151.311709,151.475354,154.820426,156.563345,154.018904,150.389459,DONE,
albert_Opset18_basic.onnx,albert_Opset18.onnx,onnxmodelzoo/albert_Opset18,albert_Opset18.onnx,basic,CPUExecutionProvider,5,10,136.052535,0.403969,135.493934,136.770112,136.057620,135.764217,135.493934,135.652520,135.786435,136.549368,136.063859,136.050470,136.770112,136.336813,DONE,
albert_Opset18_extended.onnx,albert_Opset18.onnx,onnxmodelzoo/albert_Opset18,albert_Opset18.onnx,extended,CPUExecutionProvider,5,10,128.440474,0.648820,127.815518,130.077397,128.582471,128.302578,128.422495,128.701378,130.077397,128.450784,127.856798,127.964945,127.815518,128.230379,DONE,
alexnet_Opset16.onnx,alexnet_Opset16.onnx,onnxmodelzoo/alexnet_Opset16,alexnet_Opset16.onnx,default,CPUExecutionProvider,5,10,13.008123,0.371695,12.727533,13.997453,12.758181,12.957987,13.002406,13.997453,12.954327,12.727533,12.753861,12.947978,12.834019,13.147483,DONE,
alexnet_Opset16_disable_all.onnx,alexnet_Opset16.onnx,onnxmodelzoo/alexnet_Opset16,alexnet_Opset16.onnx,disable_all,CPUExecutionProvider,5,10,15.264218,0.291326,15.011228,15.916637,15.199875,15.381520,15.225694,15.583415,15.916637,15.084587,15.011228,15.037008,15.012189,15.190024,DONE,
alexnet_Opset16_basic.onnx,alexnet_Opset16.onnx,onnxmodelzoo/alexnet_Opset16,alexnet_Opset16.onnx,basic,CPUExecutionProvider,5,10,14.984729,0.096925,14.849853,15.136705,14.991939,14.857282,14.986379,15.026338,15.136705,15.005379,14.870542,14.849853,15.061608,15.061268,DONE,
alexnet_Opset16_extended.onnx,alexnet_Opset16.onnx,onnxmodelzoo/alexnet_Opset16,alexnet_Opset16.onnx,extended,CPUExecutionProvider,5,10,14.996732,0.238435,14.726655,15.514136,14.817033,15.059047,15.514136,15.182534,15.076936,15.095496,14.868482,14.829862,14.726655,14.797144,DONE,
alexnet_Opset17.onnx,alexnet_Opset17.onnx,onnxmodelzoo/alexnet_Opset17,alexnet_Opset17.onnx,default,CPUExecutionProvider,5,10,12.920533,0.211703,12.674062,13.301828,13.114962,13.301828,13.110581,12.808770,12.917866,12.678882,12.794350,13.035824,12.768210,12.674062,DONE,
alexnet_Opset17_disable_all.onnx,alexnet_Opset17.onnx,onnxmodelzoo/alexnet_Opset17,alexnet_Opset17.onnx,disable_all,CPUExecutionProvider,5,10,16.066617,1.958745,14.687715,19.953851,19.427813,15.433268,14.958378,15.198883,15.215633,19.953851,16.150010,14.836822,14.687715,14.803792,DONE,
alexnet_Opset17_basic.onnx,alexnet_Opset17.onnx,onnxmodelzoo/alexnet_Opset17,alexnet_Opset17.onnx,basic,CPUExecutionProvider,5,10,14.898800,0.129851,14.727653,15.072955,14.829771,14.819602,14.779243,14.727653,15.030567,14.970718,15.072955,15.054796,14.939169,14.763523,DONE,
alexnet_Opset17_extended.onnx,alexnet_Opset17.onnx,onnxmodelzoo/alexnet_Opset17,alexnet_Opset17.onnx,extended,CPUExecutionProvider,5,10,15.001425,0.115557,14.834282,15.176073,14.921900,15.019446,15.125444,15.036706,14.911429,14.943218,15.176073,14.908729,14.834282,15.137024,DONE,
alexnet_Opset18.onnx,alexnet_Opset18.onnx,onnxmodelzoo/alexnet_Opset18,alexnet_Opset18.onnx,default,CPUExecutionProvider,5,10,13.047034,0.689739,12.739750,14.998936,12.739750,12.926145,12.743300,12.795648,12.879026,12.807508,12.852347,12.955035,12.772649,14.998936,DONE,
alexnet_Opset18_disable_all.onnx,alexnet_Opset18.onnx,onnxmodelzoo/alexnet_Opset18,alexnet_Opset18.onnx,disable_all,CPUExecutionProvider,5,10,15.193438,0.236749,14.886498,15.616101,15.089324,15.057295,15.616101,15.430806,14.947388,15.287389,15.052445,14.886498,15.425667,15.141472,DONE,
alexnet_Opset18_basic.onnx,alexnet_Opset18.onnx,onnxmodelzoo/alexnet_Opset18,alexnet_Opset18.onnx,basic,CPUExecutionProvider,5,10,15.008506,0.224524,14.768681,15.376647,15.376647,15.366697,15.178732,15.010665,14.928888,14.770321,14.906748,14.914398,14.863280,14.768681,DONE,
alexnet_Opset18_extended.onnx,alexnet_Opset18.onnx,onnxmodelzoo/alexnet_Opset18,alexnet_Opset18.onnx,extended,CPUExecutionProvider,5,10,15.402606,0.283430,15.041895,15.725968,15.632131,15.660731,15.725968,15.686100,15.609791,15.228710,15.041895,15.241040,15.154832,15.044864,DONE,
arcfaceresnet100-11-int8.onnx,arcfaceresnet100-11-int8.onnx,onnxmodelzoo/arcfaceresnet100-11-int8,arcfaceresnet100-11-int8.onnx,default,CPUExecutionProvider,5,10,74.337016,1.462640,73.523571,78.413827,73.963312,73.983881,73.962561,74.033590,73.886524,73.523571,73.524231,78.413827,74.505329,73.573330,DONE,
arcfaceresnet100-11-int8_disable_all.onnx,arcfaceresnet100-11-int8.onnx,onnxmodelzoo/arcfaceresnet100-11-int8,arcfaceresnet100-11-int8.onnx,disable_all,CPUExecutionProvider,5,10,75.856664,1.762798,73.945280,77.608434,77.532776,77.608434,77.590475,77.327461,77.545216,74.501287,74.153367,73.945280,74.004689,74.357651,DONE,
arcfaceresnet100-11-int8_basic.onnx,arcfaceresnet100-11-int8.onnx,onnxmodelzoo/arcfaceresnet100-11-int8,arcfaceresnet100-11-int8.onnx,basic,CPUExecutionProvider,5,10,75.340244,1.712129,73.686066,77.483916,77.483916,77.386418,77.179584,77.164664,74.040248,73.890930,73.928990,74.702722,73.938899,73.686066,DONE,
