model,base_model,repo_id,repo_file,optimization_variant,provider,warmup_runs,sample_runs,average_ms,stddev_ms,min_ms,max_ms,sample_1_ms,sample_2_ms,sample_3_ms,sample_4_ms,sample_5_ms,sample_6_ms,sample_7_ms,sample_8_ms,sample_9_ms,sample_10_ms,status,error
FasterRCNN-10.onnx,FasterRCNN-10.onnx,onnxmodelzoo/FasterRCNN-10,FasterRCNN-10.onnx,default,CPUExecutionProvider,5,10,102.654405,0.735541,101.807032,104.342947,102.496464,102.196890,101.926241,102.842539,102.528456,101.807032,104.342947,102.750121,102.370770,103.282590,DONE,
FasterRCNN-10_disable_all.onnx,FasterRCNN-10.onnx,onnxmodelzoo/FasterRCNN-10,FasterRCNN-10.onnx,disable_all,CPUExecutionProvider,5,10,104.913868,0.673529,104.437280,106.432997,105.815363,104.754635,104.494482,104.447106,104.707001,104.958663,106.432997,104.543826,104.547327,104.437280,DONE,
FasterRCNN-10_basic.onnx,FasterRCNN-10.onnx,onnxmodelzoo/FasterRCNN-10,FasterRCNN-10.onnx,basic,CPUExecutionProvider,5,10,103.480412,0.750796,102.465472,104.722065,102.465472,103.633547,104.440826,102.622966,103.003482,103.650296,102.932755,103.354113,104.722065,103.978595,DONE,
FasterRCNN-10_extended.onnx,FasterRCNN-10.onnx,onnxmodelzoo/FasterRCNN-10,FasterRCNN-10.onnx,extended,CPUExecutionProvider,5,10,103.206407,0.527580,102.567542,104.043860,103.064279,102.744203,102.970663,103.841392,103.451650,102.987801,102.650977,102.567542,103.741706,104.043860,DONE,
FasterRCNN-12.onnx,FasterRCNN-12.onnx,onnxmodelzoo/FasterRCNN-12,FasterRCNN-12.onnx,default,CPUExecutionProvider,5,10,101.620305,0.269205,101.289413,102.014054,101.337324,101.583566,101.496012,101.639804,101.705681,101.996264,102.014054,101.832053,101.308881,101.289413,DONE,
FasterRCNN-12_disable_all.onnx,FasterRCNN-12.onnx,onnxmodelzoo/FasterRCNN-12,FasterRCNN-12.onnx,disable_all,CPUExecutionProvider,5,10,102.358132,0.233175,101.922317,102.682844,102.579829,102.646105,102.205950,102.394100,102.682844,101.922317,102.225296,102.391833,102.297058,102.235991,DONE,
FasterRCNN-12_basic.onnx,FasterRCNN-12.onnx,onnxmodelzoo/FasterRCNN-12,FasterRCNN-12.onnx,basic,CPUExecutionProvider,5,10,102.484238,0.533727,101.925620,103.452445,101.925620,102.771108,102.030563,101.954357,102.110597,102.466786,102.338184,102.546731,103.245988,103.452445,DONE,
FasterRCNN-12_extended.onnx,FasterRCNN-12.onnx,onnxmodelzoo/FasterRCNN-12,FasterRCNN-12.onnx,extended,CPUExecutionProvider,5,10,103.156899,0.312280,102.680740,103.682791,103.142626,103.682791,103.314465,103.019964,103.317378,102.778483,102.680740,103.509706,103.158729,102.964112,DONE,
FasterRCNN-12-int8.onnx,FasterRCNN-12-int8.onnx,onnxmodelzoo/FasterRCNN-12-int8,FasterRCNN-12-int8.onnx,default,CPUExecutionProvider,5,10,70.654428,0.251089,70.301905,71.025365,70.968590,70.379540,71.025365,70.645562,70.594545,70.955421,70.553738,70.301905,70.626803,70.492813,DONE,
FasterRCNN-12-int8_disable_all.onnx,FasterRCNN-12-int8.onnx,onnxmodelzoo/FasterRCNN-12-int8,FasterRCNN-12-int8.onnx,disable_all,CPUExecutionProvider,5,10,71.884696,0.303591,71.516155,72.468950,71.673314,72.288841,71.860651,71.775277,71.516155,72.000541,71.663745,71.965713,72.468950,71.633770,DONE,
FasterRCNN-12-int8_basic.onnx,FasterRCNN-12-int8.onnx,onnxmodelzoo/FasterRCNN-12-int8,FasterRCNN-12-int8.onnx,basic,CPUExecutionProvider,5,10,72.266669,0.567182,71.728142,73.594075,72.521034,71.829154,72.237434,72.161380,71.830264,72.698201,73.594075,71.821635,72.245374,71.728142,DONE,
