model,base_model,repo_id,repo_file,optimization_variant,provider,warmup_runs,sample_runs,average_ms,stddev_ms,min_ms,max_ms,sample_1_ms,sample_2_ms,sample_3_ms,sample_4_ms,sample_5_ms,sample_6_ms,sample_7_ms,sample_8_ms,sample_9_ms,sample_10_ms,status,error
res2net101_26w_4s_Opset16.onnx,res2net101_26w_4s_Opset16.onnx,onnxmodelzoo/res2net101_26w_4s_Opset16,res2net101_26w_4s_Opset16.onnx,default,CPUExecutionProvider,5,10,101.653676,0.934817,100.826752,103.476592,100.826752,101.184512,103.476592,100.896872,101.092072,102.646592,101.264642,101.200302,102.749322,101.199101,DONE,
res2net101_26w_4s_Opset16_disable_all.onnx,res2net101_26w_4s_Opset16.onnx,onnxmodelzoo/res2net101_26w_4s_Opset16,res2net101_26w_4s_Opset16.onnx,disable_all,CPUExecutionProvider,5,10,122.106174,9.438260,113.744451,139.983168,131.729480,119.421561,115.415611,115.440271,114.554331,114.147160,113.744451,124.722140,139.983168,131.903569,DONE,
res2net101_26w_4s_Opset16_basic.onnx,res2net101_26w_4s_Opset16.onnx,onnxmodelzoo/res2net101_26w_4s_Opset16,res2net101_26w_4s_Opset16.onnx,basic,CPUExecutionProvider,5,10,117.987489,3.679801,114.125470,123.926240,114.614991,114.211981,114.125470,122.122590,122.964120,123.926240,116.767060,117.218111,116.905810,117.018521,DONE,
res2net101_26w_4s_Opset16_extended.onnx,res2net101_26w_4s_Opset16.onnx,onnxmodelzoo/res2net101_26w_4s_Opset16,res2net101_26w_4s_Opset16.onnx,extended,CPUExecutionProvider,5,10,122.077582,8.046502,114.027271,132.672579,115.149960,132.672579,130.529280,125.583829,129.919990,114.922500,114.027271,128.929920,114.689991,114.350501,DONE,
res2net101_26w_4s_Opset17.onnx,res2net101_26w_4s_Opset17.onnx,onnxmodelzoo/res2net101_26w_4s_Opset17,res2net101_26w_4s_Opset17.onnx,default,CPUExecutionProvider,5,10,106.658240,4.990699,100.645323,113.632461,103.364761,103.744852,100.645323,100.726951,102.806902,108.954501,109.717821,113.632461,113.569250,109.419581,DONE,
res2net101_26w_4s_Opset17_disable_all.onnx,res2net101_26w_4s_Opset17.onnx,onnxmodelzoo/res2net101_26w_4s_Opset17,res2net101_26w_4s_Opset17.onnx,disable_all,CPUExecutionProvider,5,10,124.396149,6.858040,115.364261,133.485079,120.941790,130.979949,130.238069,133.485079,130.587729,119.763670,115.364261,116.424070,118.455191,127.721679,DONE,
res2net101_26w_4s_Opset17_basic.onnx,res2net101_26w_4s_Opset17.onnx,onnxmodelzoo/res2net101_26w_4s_Opset17,res2net101_26w_4s_Opset17.onnx,basic,CPUExecutionProvider,5,10,118.938894,6.417301,113.892810,130.916910,130.399589,130.916910,118.739960,114.624661,114.683150,117.505730,118.270130,116.361001,113.995001,113.892810,DONE,
res2net101_26w_4s_Opset17_extended.onnx,res2net101_26w_4s_Opset17.onnx,onnxmodelzoo/res2net101_26w_4s_Opset17,res2net101_26w_4s_Opset17.onnx,extended,CPUExecutionProvider,5,10,115.263451,4.649403,112.898531,128.121520,128.121520,115.802390,114.054961,113.457761,113.183490,113.063941,113.304081,112.953961,112.898531,115.793871,DONE,
res2net101_26w_4s_Opset18.onnx,res2net101_26w_4s_Opset18.onnx,onnxmodelzoo/res2net101_26w_4s_Opset18,res2net101_26w_4s_Opset18.onnx,default,CPUExecutionProvider,5,10,108.716508,4.794101,100.561892,115.508480,111.499121,111.287270,113.898271,115.508480,105.573641,100.561892,102.162761,108.729121,109.144561,108.799961,DONE,
res2net101_26w_4s_Opset18_disable_all.onnx,res2net101_26w_4s_Opset18.onnx,onnxmodelzoo/res2net101_26w_4s_Opset18,res2net101_26w_4s_Opset18.onnx,disable_all,CPUExecutionProvider,5,10,114.081806,0.869518,113.349490,116.249261,113.616231,113.504451,113.769211,113.429071,114.302931,114.116691,113.349490,116.249261,114.685410,113.795311,DONE,
res2net101_26w_4s_Opset18_basic.onnx,res2net101_26w_4s_Opset18.onnx,onnxmodelzoo/res2net101_26w_4s_Opset18,res2net101_26w_4s_Opset18.onnx,basic,CPUExecutionProvider,5,10,116.481085,3.854280,113.916591,126.942329,114.016821,126.942329,116.839641,116.961240,114.783380,114.815500,116.231581,116.152171,113.916591,114.151601,DONE,
res2net101_26w_4s_Opset18_extended.onnx,res2net101_26w_4s_Opset18.onnx,onnxmodelzoo/res2net101_26w_4s_Opset18,res2net101_26w_4s_Opset18.onnx,extended,CPUExecutionProvider,5,10,119.691683,6.374246,113.287011,129.433909,113.811781,113.405150,119.337471,113.506270,113.287011,118.847110,124.731920,121.487570,129.068639,129.433909,DONE,
res2net50_14w_8s_Opset16.onnx,res2net50_14w_8s_Opset16.onnx,onnxmodelzoo/res2net50_14w_8s_Opset16,res2net50_14w_8s_Opset16.onnx,default,CPUExecutionProvider,5,10,55.280378,2.558334,53.908395,61.200085,54.054745,53.957766,54.049855,54.127996,53.908395,54.018966,54.143925,54.533706,58.808345,61.200085,DONE,
res2net50_14w_8s_Opset16_disable_all.onnx,res2net50_14w_8s_Opset16.onnx,onnxmodelzoo/res2net50_14w_8s_Opset16,res2net50_14w_8s_Opset16.onnx,disable_all,CPUExecutionProvider,5,10,72.280097,6.325598,63.686814,84.967213,73.093834,72.986174,76.542034,73.619753,74.086244,84.967213,73.089614,66.885725,63.843565,63.686814,DONE,
res2net50_14w_8s_Opset16_basic.onnx,res2net50_14w_8s_Opset16.onnx,onnxmodelzoo/res2net50_14w_8s_Opset16,res2net50_14w_8s_Opset16.onnx,basic,CPUExecutionProvider,5,10,63.239857,0.704623,62.486625,64.604785,63.176974,64.319065,63.123425,62.860295,63.307395,63.215426,62.742164,62.562415,64.604785,62.486625,DONE,
res2net50_14w_8s_Opset16_extended.onnx,res2net50_14w_8s_Opset16.onnx,onnxmodelzoo/res2net50_14w_8s_Opset16,res2net50_14w_8s_Opset16.onnx,extended,CPUExecutionProvider,5,10,63.020006,1.064913,62.051194,65.066695,63.164374,62.051194,64.760455,62.881535,62.665715,62.233495,62.890804,62.099665,65.066695,62.386125,DONE,
res2net50_14w_8s_Opset17.onnx,res2net50_14w_8s_Opset17.onnx,onnxmodelzoo/res2net50_14w_8s_Opset17,res2net50_14w_8s_Opset17.onnx,default,CPUExecutionProvider,5,10,55.369575,1.230637,53.971726,57.147296,54.885616,54.020715,53.971726,54.977435,55.024604,56.808775,57.147296,55.493516,54.285475,57.080596,DONE,
res2net50_14w_8s_Opset17_disable_all.onnx,res2net50_14w_8s_Opset17.onnx,onnxmodelzoo/res2net50_14w_8s_Opset17,res2net50_14w_8s_Opset17.onnx,disable_all,CPUExecutionProvider,5,10,66.139045,4.769353,62.339785,75.414113,75.414113,73.399015,63.560334,64.068645,68.782305,62.456574,65.229915,63.518415,62.621345,62.339785,DONE,
res2net50_14w_8s_Opset17_basic.onnx,res2net50_14w_8s_Opset17.onnx,onnxmodelzoo/res2net50_14w_8s_Opset17,res2net50_14w_8s_Opset17.onnx,basic,CPUExecutionProvider,5,10,63.414982,1.281917,62.545485,66.312434,63.882895,65.007074,62.572605,62.827915,62.570115,62.545485,66.312434,62.782024,62.726815,62.922455,DONE,
res2net50_14w_8s_Opset17_extended.onnx,res2net50_14w_8s_Opset17.onnx,onnxmodelzoo/res2net50_14w_8s_Opset17,res2net50_14w_8s_Opset17.onnx,extended,CPUExecutionProvider,5,10,63.370990,1.138589,62.040215,65.074934,62.040215,64.773474,62.448526,65.074934,62.272575,62.931015,64.484634,62.728885,62.736285,64.219355,DONE,
res2net50_14w_8s_Opset18.onnx,res2net50_14w_8s_Opset18.onnx,onnxmodelzoo/res2net50_14w_8s_Opset18,res2net50_14w_8s_Opset18.onnx,default,CPUExecutionProvider,5,10,54.581377,0.459990,54.205625,55.681775,54.955575,55.681775,54.610235,54.205625,54.262996,54.373395,54.778956,54.302565,54.407195,54.235456,DONE,
res2net50_14w_8s_Opset18_disable_all.onnx,res2net50_14w_8s_Opset18.onnx,onnxmodelzoo/res2net50_14w_8s_Opset18,res2net50_14w_8s_Opset18.onnx,disable_all,CPUExecutionProvider,5,10,73.553438,3.427416,67.313904,77.853584,73.098744,73.198954,76.636074,74.491523,75.298754,77.853584,75.086583,74.582354,67.973905,67.313904,DONE,
res2net50_14w_8s_Opset18_basic.onnx,res2net50_14w_8s_Opset18.onnx,onnxmodelzoo/res2net50_14w_8s_Opset18,res2net50_14w_8s_Opset18.onnx,basic,CPUExecutionProvider,5,10,66.142554,5.265995,62.678265,78.901883,78.901883,64.945324,70.284634,69.195614,63.050005,62.939924,63.289355,62.678265,63.179535,62.961004,DONE,
res2net50_14w_8s_Opset18_extended.onnx,res2net50_14w_8s_Opset18.onnx,onnxmodelzoo/res2net50_14w_8s_Opset18,res2net50_14w_8s_Opset18.onnx,extended,CPUExecutionProvider,5,10,72.141447,5.964585,63.518954,78.506944,74.320014,77.086754,77.893293,78.506944,63.518954,66.479125,64.107555,69.939944,71.062894,78.498994,DONE,
res2net50_26w_4s_Opset16.onnx,res2net50_26w_4s_Opset16.onnx,onnxmodelzoo/res2net50_26w_4s_Opset16,res2net50_26w_4s_Opset16.onnx,default,CPUExecutionProvider,5,10,56.393797,1.205800,55.278715,59.240685,55.702375,56.624145,55.617726,55.433515,55.278715,55.859346,57.283775,55.901996,59.240685,56.995695,DONE,
res2net50_26w_4s_Opset16_disable_all.onnx,res2net50_26w_4s_Opset16.onnx,onnxmodelzoo/res2net50_26w_4s_Opset16,res2net50_26w_4s_Opset16.onnx,disable_all,CPUExecutionProvider,5,10,72.903208,2.201205,67.343255,75.682573,67.343255,74.072254,75.682573,72.698394,72.944303,74.297944,73.414754,73.788834,72.555194,72.234574,DONE,
